nSeq;I1;I2;O1;O2;A3
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;103
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;103
11;0;0;0;0;103
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;103
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;103
8;0;0;0;0;103
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;103
15;0;0;0;0;103
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;103
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;103
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;103
13;0;0;0;0;102
14;0;0;0;0;103
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;103
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;103
12;0;0;0;0;103
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;103
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;103
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;103
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;103
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
15;0;0;0;0;102
0;0;0;0;0;102
1;0;0;0;0;102
2;0;0;0;0;102
3;0;0;0;0;102
4;0;0;0;0;102
5;0;0;0;0;102
6;0;0;0;0;102
7;0;0;0;0;102
8;0;0;0;0;102
9;0;0;0;0;102
10;0;0;0;0;102
11;0;0;0;0;102
12;0;0;0;0;102
13;0;0;0;0;102
14;0;0;0;0;102
